blk_no,street,town_code,town,lat,lon,total_dwelling_units,max_floor_lvl,year_completed
555A,PASIR RIS ST 51,PRC,PASIR RIS,1.3685761476291298,103.95222169173,0,5,1993
555B,PASIR RIS ST 51,PRC,PASIR RIS,1.36823508198826,103.952307804501,0,1,1992
556,ANG MO KIO AVE 10,AMK,ANG MO KIO,1.3720323630868403,103.857625375797,189,13,1979
556,BEDOK NTH ST 3,BD,BEDOK,1.33264274540105,103.922504347171,266,15,2015
556,CHOA CHU KANG NTH 6,CCK,CHOA CHU KANG,1.39577216416704,103.743789183815,44,12,1994
556,HOUGANG ST 51,HG,HOUGANG,1.3797347301581002,103.890205700216,100,11,1990
556,JURONG WEST ST 42,JW,JURONG WEST,1.3536221030417201,103.71785850674101,80,11,1984
556,PASIR RIS ST 51,PRC,PASIR RIS,1.3675658541831899,103.951902855432,72,13,1992
556,WOODLANDS DR 53,WL,WOODLANDS,1.43292772923163,103.79601276336099,124,12,1998
556A,BEDOK NTH ST 3,BD,BEDOK,1.3329542495679598,103.92260827800301,0,1,2016
557,ANG MO KIO AVE 10,AMK,ANG MO KIO,1.37162570203323,103.857736107527,187,13,1979
557,BEDOK NTH ST 3,BD,BEDOK,1.33285897096892,103.92229119587299,280,15,2015
557,CHOA CHU KANG NTH 6,CCK,CHOA CHU KANG,1.3955699095205603,103.744332777955,55,12,1994
557,HOUGANG ST 51,HG,HOUGANG,1.37994979000932,103.89043869275999,96,11,1991
557,JURONG WEST ST 42,JW,JURONG WEST,1.35399275101835,103.71856712476699,109,12,1983
557,PASIR RIS ST 51,PRC,PASIR RIS,1.36702531507779,103.952134572584,72,13,1992
557,WOODLANDS DR 53,WL,WOODLANDS,1.43272193932998,103.796846435522,110,12,1998
558,ANG MO KIO AVE 10,AMK,ANG MO KIO,1.37123613284275,103.859192016193,190,13,1979
558,CHOA CHU KANG NTH 6,CCK,CHOA CHU KANG,1.39550937811328,103.744732855557,44,12,1994
558,HOUGANG ST 51,HG,HOUGANG,1.3804948187312298,103.889760539985,50,11,1990
558,JURONG WEST ST 42,JW,JURONG WEST,1.3541982123037901,103.717344057356,84,13,1984
558,PASIR RIS ST 51,PRC,PASIR RIS,1.3668025831206203,103.951713028603,84,13,1992
559,ANG MO KIO AVE 10,AMK,ANG MO KIO,1.3709981067469799,103.85785639187701,188,13,1979
559,CHOA CHU KANG NTH 6,CCK,CHOA CHU KANG,1.3959245457619198,103.744757449202,44,12,1994
559,HOUGANG ST 51,HG,HOUGANG,1.3800272105013702,103.88949632608299,56,15,1991
559,JURONG WEST ST 42,JW,JURONG WEST,1.35457631683514,103.718900605151,90,11,1984
559,PASIR RIS ST 51,PRC,PASIR RIS,1.3664609709043702,103.951698693315,79,8,1992
559A,CHOA CHU KANG NTH 6,CCK,CHOA CHU KANG,1.3961693099680001,103.744276136696,0,6,1994
559A,HOUGANG ST 51,HG,HOUGANG,1.37967215038583,103.889141661942,0,4,1993
56,C'WEALTH DR,QT,QUEENSTOWN,1.29752802071581,103.79709020106701,118,10,1962
56,CASSIA CRES,GL,GEYLANG,1.31022063491151,103.88323543756,168,19,1996
56,CHAI CHEE DR,BD,BEDOK,1.32635040550495,103.920064202822,110,12,1982
56,ENG HOON ST,BM,BUKIT MERAH,1.28424137023498,103.833923067555,39,3,1937
56,GEYLANG BAHRU,KWN,KALLANG/WHAMPOA,1.32364514773999,103.868295292623,96,25,1974
56,HAVELOCK RD,BM,BUKIT MERAH,1.2901295265514399,103.828914256572,156,40,2011
56,JLN MA'MOR,KWN,KALLANG/WHAMPOA,1.3281842409853102,103.85668924882098,8,2,1959
56,LENGKOK BAHRU,BM,BUKIT MERAH,1.28791947586427,103.814071903643,176,12,1966
56,LOR 4 TOA PAYOH,TP,TOA PAYOH,1.33702929645871,103.850382795362,140,10,1966
56,MARINE TER,MP,MARINE PARADE,1.3056056943311,103.91537607851,0,2,1975
56,NEW UPP CHANGI RD,BD,BEDOK,1.3249937935332499,103.941082588009,6,2,1977
56,PIPIT RD,GL,GEYLANG,1.32409811431972,103.88849917424801,68,18,1996
56,STIRLING RD,QT,QUEENSTOWN,1.29669615080443,103.804269469708,8,2,1959
56,STRATHMORE AVE,QT,QUEENSTOWN,1.29336074269528,103.80985696693399,154,20,2000
56,TEBAN GDNS RD,JE,JURONG EAST,1.3222016422448601,103.73775169499599,148,38,2015
56,TELOK BLANGAH HTS,BM,BUKIT MERAH,1.27425274045995,103.81242909464399,140,11,1977
56A,CASSIA CRES,GL,GEYLANG,1.31013377196407,103.883946488752,0,5,1996
56A,STRATHMORE AVE,QT,QUEENSTOWN,1.2928612126915502,103.809928402445,0,5,2000
560,ANG MO KIO AVE 10,AMK,ANG MO KIO,1.3708162677772298,103.859192334256,190,13,1979
560,CHOA CHU KANG NTH 6,CCK,CHOA CHU KANG,1.3958254122727,103.74502732572901,44,12,1994
560,HOUGANG ST 51,HG,HOUGANG,1.38031493250494,103.88939500389401,56,15,1990
560,JURONG WEST ST 42,JW,JURONG WEST,1.3537759142049097,103.719704318599,0,6,2017
560,PASIR RIS ST 51,PRC,PASIR RIS,1.3667699985898603,103.95042546829501,74,8,1992
560A,JURONG WEST ST 42,JW,JURONG WEST,1.3532621663349,103.719956118176,150,16,2017
561,ANG MO KIO AVE 10,AMK,ANG MO KIO,1.37057765782637,103.857854578394,190,13,1979
561,CHOA CHU KANG NTH 6,CCK,CHOA CHU KANG,1.39632681321865,103.74495548859001,63,12,1994
561,HOUGANG ST 51,HG,HOUGANG,1.38038001763082,103.889187745903,10,4,1990
561,JURONG WEST ST 42,JW,JURONG WEST,1.3545049967320502,103.719554119688,0,1,2018
561,PASIR RIS ST 51,PRC,PASIR RIS,1.36701303042853,103.95086506190701,96,13,1992
561A,JURONG WEST ST 42,JW,JURONG WEST,1.35429464192907,103.71975722875601,164,16,2017
561A,PASIR RIS ST 51,PRC,PASIR RIS,1.3672009804231102,103.951320886479,0,4,1993
561B,JURONG WEST ST 42,JW,JURONG WEST,1.3547718163743099,103.719673241285,164,16,2017
562,ANG MO KIO AVE 3,AMK,ANG MO KIO,1.37018144221922,103.85901883576,96,13,1979
562,CHOA CHU KANG ST 52,CCK,CHOA CHU KANG,1.39629871036487,103.746022677229,91,12,1994
562,HOUGANG ST 51,HG,HOUGANG,1.38093220261349,103.889121423349,60,11,1990
562,JURONG WEST ST 42,JW,JURONG WEST,1.35389141664534,103.71994811812701,0,1,2017
562,PASIR RIS ST 51,PRC,PASIR RIS,1.36759038124042,103.950281806126,72,13,1992
563,ANG MO KIO AVE 3,AMK,ANG MO KIO,1.3698721414516801,103.858003534994,96,13,1979
563,CHOA CHU KANG ST 52,CCK,CHOA CHU KANG,1.39566918442118,103.745726064367,55,12,1993
563,HOUGANG ST 51,HG,HOUGANG,1.37993378814843,103.888654264387,56,15,1991
564,ANG MO KIO AVE 3,AMK,ANG MO KIO,1.36984837555525,103.85940413195601,214,13,1979
564,CHOA CHU KANG ST 52,CCK,CHOA CHU KANG,1.3954052648444097,103.745422901275,44,12,1993
564,HOUGANG ST 51,HG,HOUGANG,1.3802225179958099,103.888553286177,56,15,1991
564,PASIR RIS ST 51,PRC,PASIR RIS,1.36848441086804,103.949822073989,72,13,1992
564A,PASIR RIS ST 51,PRC,PASIR RIS,1.36870040071505,103.949490529636,0,6,1993
565,ANG MO KIO AVE 3,AMK,ANG MO KIO,1.3695393440628099,103.858385596097,211,13,1979
565,CHOA CHU KANG ST 52,CCK,CHOA CHU KANG,1.3949060289820803,103.745309711791,81,12,1993
565,HOUGANG ST 51,HG,HOUGANG,1.38051823194683,103.88795323773701,83,12,1991
565,PASIR RIS ST 51,PRC,PASIR RIS,1.3688271398615601,103.950296238717,72,13,1992
566,CHOA CHU KANG ST 52,CCK,CHOA CHU KANG,1.3946168853776801,103.745768782105,70,12,1993
566,HOUGANG ST 51,HG,HOUGANG,1.3812724087712902,103.88843514393801,83,12,1991
566,PASIR RIS ST 51,PRC,PASIR RIS,1.3691175229272698,103.949716060672,84,13,1992
566A,HOUGANG ST 51,HG,HOUGANG,1.3808353303129,103.88854828309601,0,5,1993
567,CHOA CHU KANG ST 52,CCK,CHOA CHU KANG,1.39513213569159,103.74587528659201,66,12,1993
567,HOUGANG ST 51,HG,HOUGANG,1.3784910931246102,103.889006350502,99,16,1995
567,PASIR RIS ST 51,PRC,PASIR RIS,1.3689934207807601,103.949117873932,72,13,1992
567A,CHOA CHU KANG ST 52,CCK,CHOA CHU KANG,1.3953982786587098,103.746154243249,0,6,1993
567A,HOUGANG ST 51,HG,HOUGANG,1.3789922473590701,103.88848983152398,0,5,1995
568,CHOA CHU KANG ST 52,CCK,CHOA CHU KANG,1.39567028728558,103.74628276718799,66,12,1993
568,GANGES AVE,BM,BUKIT MERAH,1.28991402621127,103.831035210088,0,2,1990
568,HOUGANG ST 51,HG,HOUGANG,1.37809190365928,103.888989977015,99,16,1995
568,PASIR RIS ST 51,PRC,PASIR RIS,1.36874938280848,103.94891280488899,96,13,1992
569,CHOA CHU KANG ST 52,CCK,CHOA CHU KANG,1.39608478870922,103.746374587961,69,12,1994
569,HOUGANG ST 51,HG,HOUGANG,1.3774457645511002,103.88817797946,106,17,1995
569,PASIR RIS ST 51,PRC,PASIR RIS,1.36965312318784,103.94916933101901,108,13,1992
569A,CHAMPIONS WAY,WL,WOODLANDS,1.4301218542506497,103.78971827511101,270,11,2010
569B,CHAMPIONS WAY,WL,WOODLANDS,1.43019888297553,103.78943776279101,230,11,2010
57,CHAI CHEE DR,BD,BEDOK,1.32592645142836,103.920312548417,24,4,1982
57,CIRCUIT RD,GL,GEYLANG,1.3247231172167,103.886685702383,116,10,1964
57,DAWSON RD,QT,QUEENSTOWN,1.29270252655149,103.81097183537399,0,4,2003
57,ENG HOON ST,BM,BUKIT MERAH,1.2848058606269,103.833476049892,27,3,1937
57,GEYLANG BAHRU,KWN,KALLANG/WHAMPOA,1.32353780675049,103.86914775647,386,18,1974
57,HAVELOCK RD,BM,BUKIT MERAH,1.2901385851715,103.82845329337098,184,35,2011
57,JLN MA'MOR,KWN,KALLANG/WHAMPOA,1.32842965533408,103.85678244292,7,2,1959
57,LENGKOK BAHRU,BM,BUKIT MERAH,1.28821077489026,103.814148003065,176,12,1966
57,LOR 5 TOA PAYOH,TP,TOA PAYOH,1.33705392055699,103.851495573635,120,10,1967
57,MARINE TER,MP,MARINE PARADE,1.30624749596702,103.915275474904,111,10,1974
57,NEW UPP CHANGI RD,BD,BEDOK,1.3242520124351398,103.94157188514299,238,15,1978
57,STIRLING RD,QT,QUEENSTOWN,1.2963284490026001,103.80444711042101,8,2,1959
57,TEBAN GDNS RD,JE,JURONG EAST,1.32254226544254,103.737560699176,185,38,2015
57,TELOK BLANGAH HTS,BM,BUKIT MERAH,1.2746333149604399,103.81258660499901,140,11,1977
57A,GEYLANG BAHRU,KWN,KALLANG/WHAMPOA,1.32294656304378,103.869623113187,0,1,2005
57A,NEW UPP CHANGI RD,BD,BEDOK,1.32371678676907,103.94128871490999,0,2,1977
57A,TELOK BLANGAH HTS,BM,BUKIT MERAH,1.2750544024226398,103.81177276356199,0,5,2002
57A,TEBAN GDNS RD,JE,JURONG EAST,1.32253491698752,103.73722725885,0,5,2015
57B,NEW UPP CHANGI RD,BD,BEDOK,1.32297630995735,103.941466969109,0,4,1978
57B,TEBAN GDNS RD,JE,JURONG EAST,1.3226177341496999,103.73797284713001,0,1,2016
570,ANG MO KIO AVE 3,AMK,ANG MO KIO,1.3697435855576203,103.856023138277,219,11,1978
570,CHOA CHU KANG ST 52,CCK,CHOA CHU KANG,1.39420126519283,103.74446518023501,108,13,2013
570,HOUGANG ST 51,HG,HOUGANG,1.3779717648118999,103.88809946544399,105,16,1995
570,PASIR RIS ST 53,PRC,PASIR RIS,1.3727690471918401,103.946510454173,76,12,1995
570,WOODLANDS AVE 1,WL,WOODLANDS,1.4309937704400302,103.789980599578,0,4,2012
570A,HOUGANG ST 51,HG,HOUGANG,1.37795432604538,103.887770538779,0,1,1995
570A,WOODLANDS AVE 1,WL,WOODLANDS,1.4305834379956999,103.79084577887899,88,13,2012
570B,WOODLANDS AVE 1,WL,WOODLANDS,1.43106395485682,103.79045407875601,90,13,2012
570C,WOODLANDS AVE 1,WL,WOODLANDS,1.4314727740686002,103.78998191026,90,13,2012
571,ANG MO KIO AVE 3,AMK,ANG MO KIO,1.37005501296045,103.85488055876,218,11,1978
571,CHOA CHU KANG ST 52,CCK,CHOA CHU KANG,1.3939509519210203,103.744927626518,108,13,2013
571,HOUGANG ST 51,HG,HOUGANG,1.37843343810999,103.888023147529,105,16,1995
571,PASIR RIS ST 53,PRC,PASIR RIS,1.37310127825064,103.94567447361901,88,14,1995
571,WOODLANDS AVE 1,WL,WOODLANDS,1.4303586364603302,103.79029146514799,0,1,2013
571A,WOODLANDS AVE 1,WL,WOODLANDS,1.43017030750241,103.791091612057,61,12,2012
571B,WOODLANDS AVE 1,WL,WOODLANDS,1.43013163139673,103.790642444468,86,12,2012
571C,WOODLANDS AVE 1,WL,WOODLANDS,1.4303757375839299,103.789927860576,128,12,2012
572,ANG MO KIO AVE 3,AMK,ANG MO KIO,1.37025836061035,103.855969042929,120,13,1978
572,CHOA CHU KANG ST 52,CCK,CHOA CHU KANG,1.3937176209546998,103.745303811777,108,13,2013
572,HOUGANG ST 51,HG,HOUGANG,1.3782707248829198,103.88748509864,99,16,1995
572,PASIR RIS ST 53,PRC,PASIR RIS,1.37352014045407,103.945615490863,64,17,1994
572,WOODLANDS AVE 1,WL,WOODLANDS,1.43092721989753,103.78930292272301,0,1,2013
572A,CHOA CHU KANG ST 52,CCK,CHOA CHU KANG,1.3936137214028501,103.745441717605,0,1,2015
572A,WOODLANDS AVE 1,WL,WOODLANDS,1.43086687491646,103.78955465025999,128,12,2012
572B,WOODLANDS AVE 1,WL,WOODLANDS,1.43160689427925,103.789608911068,144,16,2012
573,ANG MO KIO AVE 3,AMK,ANG MO KIO,1.37056143999068,103.85482310278499,120,13,1978
573,CHOA CHU KANG ST 52,CCK,CHOA CHU KANG,1.3944168255335598,103.74543263111099,100,13,2013
573,HOUGANG ST 51,HG,HOUGANG,1.37760320468721,103.88754617106501,106,17,1995
573,PASIR RIS ST 53,PRC,PASIR RIS,1.3738885775309,103.945876224471,64,17,1994
573,WOODLANDS DR 16,WL,WOODLANDS,1.43109807246889,103.79850762117701,0,3,2017
573A,CHOA CHU KANG ST 52,CCK,CHOA CHU KANG,1.3939409308458,103.745574792304,0,4,2013
573A,WOODLANDS DR 16,WL,WOODLANDS,1.4312810341315503,103.79801824051201,156,13,2017
573B,WOODLANDS DR 16,WL,WOODLANDS,1.4308407247567,103.797770248134,132,13,2017
573C,WOODLANDS DR 16,WL,WOODLANDS,1.4305017367250201,103.797682947729,192,13,2017
573D,WOODLANDS DR 16,WL,WOODLANDS,1.4310961456244902,103.79788347447901,0,1,2018
574,ANG MO KIO AVE 10,AMK,ANG MO KIO,1.3708945693183499,103.856396509138,0,2,1978
574,CHOA CHU KANG ST 52,CCK,CHOA CHU KANG,1.39441490205275,103.745142689272,168,13,2013
574,HOUGANG ST 51,HG,HOUGANG,1.37746990324756,103.886929044359,106,17,1995
574,PASIR RIS ST 53,PRC,PASIR RIS,1.37425670060606,103.946136838748,64,17,1994
574,WOODLANDS DR 16,WL,WOODLANDS,1.4305708705325402,103.798454797735,0,7,2017
574A,HOUGANG ST 51,HG,HOUGANG,1.3776882626463203,103.88639029920999,0,5,1995
574A,WOODLANDS DR 16,WL,WOODLANDS,1.43009191759025,103.797488334456,216,13,2017
574B,WOODLANDS DR 16,WL,WOODLANDS,1.42968120982979,103.79721983980998,192,13,2017
574C,WOODLANDS DR 16,WL,WOODLANDS,1.43024556566706,103.79817613608401,0,1,2018
575,ANG MO KIO AVE 10,AMK,ANG MO KIO,1.3713885507077,103.855953346739,153,14,1978
575,HOUGANG ST 51,HG,HOUGANG,1.37793979527585,103.88697661055001,107,16,1995
575,PASIR RIS ST 53,PRC,PASIR RIS,1.37318924489333,103.946360527843,99,12,1994
575,WOODLANDS DR 16,WL,WOODLANDS,1.43118720442285,103.79723772900101,136,12,1999
575A,PASIR RIS ST 53,PRC,PASIR RIS,1.37364445658427,103.946531019429,0,1,1995
575A,WOODLANDS DR 16,WL,WOODLANDS,1.4315243042931798,103.79703375339899,0,1,1999
576,ANG MO KIO AVE 10,AMK,ANG MO KIO,1.3714023959854098,103.854845849383,153,14,1978
576,HOUGANG AVE 4,HG,HOUGANG,1.37833565598133,103.886553216485,107,16,1996
576,PASIR RIS ST 53,PRC,PASIR RIS,1.3732451299724702,103.946701655484,46,11,1994
576,WOODLANDS DR 16,WL,WOODLANDS,1.43048411051901,103.796851274445,135,12,1999
576A,HOUGANG AVE 4,HG,HOUGANG,1.3786412343469099,103.88589727847,0,5,1995
577,ANG MO KIO AVE 10,AMK,ANG MO KIO,1.37178732806793,103.85585436877301,154,14,1979
577,HOUGANG AVE 4,HG,HOUGANG,1.3786222865656,103.88505275482201,66,15,1996
577,PASIR RIS ST 53,PRC,PASIR RIS,1.3734449001498201,103.946940597635,59,12,1994
577,WOODLANDS DR 16,WL,WOODLANDS,1.4309619642154399,103.796544744793,88,12,1999
578,ANG MO KIO AVE 10,AMK,ANG MO KIO,1.3717906764470602,103.85496117399201,153,14,1979
578,HOUGANG AVE 4,HG,HOUGANG,1.3789527019383703,103.885264327075,66,15,1995
578,PASIR RIS ST 53,PRC,PASIR RIS,1.37398000808285,103.94750735927299,44,13,1994
578,WOODLANDS DR 16,WL,WOODLANDS,1.4315445583434498,103.796152447108,88,12,1999
578A,PASIR RIS ST 53,PRC,PASIR RIS,1.37398648505269,103.946600447575,0,5,1994
578A,WOODLANDS DR 16,WL,WOODLANDS,1.4313741488412801,103.796676971917,0,5,1999
579,HOUGANG AVE 4,HG,HOUGANG,1.3790390275220799,103.886062097591,66,15,1996
579,PASIR RIS ST 53,PRC,PASIR RIS,1.3744257267873898,103.947355954709,48,13,1994
579,WOODLANDS DR 16,WL,WOODLANDS,1.43071319275922,103.795708910476,88,12,1999
579A,WOODLANDS DR 16,WL,WOODLANDS,1.43103891469195,103.79551537099199,0,5,1999
58,C'WEALTH DR,QT,QUEENSTOWN,1.29776969323293,103.797090140513,117,10,1962
58,CHAI CHEE DR,BD,BEDOK,1.32596077136528,103.91973309524201,137,12,1983
58,CIRCUIT RD,GL,GEYLANG,1.3250146621424599,103.886455988464,116,10,1964
58,DAKOTA CRES,GL,GEYLANG,1.3073072986278302,103.88939013093399,174,12,1984
58,GEYLANG BAHRU,KWN,KALLANG/WHAMPOA,1.32319537324234,103.86795724315,97,21,1998
58,HAVELOCK RD,BM,BUKIT MERAH,1.29008719115668,103.827999956887,188,38,2011
58,JLN MA'MOR,KWN,KALLANG/WHAMPOA,1.32836065642984,103.857167196711,7,2,1959
58,LENGKOK BAHRU,BM,BUKIT MERAH,1.2885064195320801,103.81427462801202,176,12,1966
58,LOR 4 TOA PAYOH,TP,TOA PAYOH,1.3367462553736698,103.850524640565,138,10,1966
58,MARINE TER,MP,MARINE PARADE,1.30611781253452,103.91402602935499,110,10,1974
58,NEW UPP CHANGI RD,BD,BEDOK,1.3241161037200901,103.94115382948,0,1,2008
58,SENG POH RD,BM,BUKIT MERAH,1.2846208042163798,103.83297953606301,11,3,1938
58,STIRLING RD,QT,QUEENSTOWN,1.2961917185567,103.80454187374399,8,2,1959
58,STRATHMORE AVE,QT,QUEENSTOWN,1.2930849602886798,103.810788903719,123,30,1999
58,TELOK BLANGAH HTS,BM,BUKIT MERAH,1.2749229274743301,103.81340806698601,120,13,1976
580,HOUGANG AVE 4,HG,HOUGANG,1.3789025704089999,103.886829986442,112,16,1996
580,PASIR RIS ST 53,PRC,PASIR RIS,1.37455583818582,103.946878956275,48,13,1994
580,WOODLANDS DR 16,WL,WOODLANDS,1.4305844048208303,103.79627609166401,88,12,1999
581,BUANGKOK GREEN,HG,HOUGANG,1.3795090010224,103.886990615659,144,16,2016
581,PASIR RIS ST 53,PRC,PASIR RIS,1.37494172826978,103.946619114452,48,13,1994
581,WOODLANDS DR 16,WL,WOODLANDS,1.42989030003699,103.796403905753,88,12,1999
582,BUANGKOK GREEN,HG,HOUGANG,1.37929886407745,103.88741219068599,148,16,2016
582,PASIR RIS ST 53,PRC,PASIR RIS,1.37534399249972,103.94687401656601,50,13,1994
582,WOODLANDS DR 16,WL,WOODLANDS,1.4301404062920902,103.795835240178,88,12,1999
582A,BUANGKOK GREEN,HG,HOUGANG,1.3792570108491298,103.886981569669,0,2,2016
583,PASIR RIS ST 53,PRC,PASIR RIS,1.3757577709516697,103.94710644920299,48,13,1994
583,WOODLANDS DR 16,WL,WOODLANDS,1.43039588715818,103.795316786283,88,12,1999
584,ANG MO KIO AVE 3,AMK,ANG MO KIO,1.37071307985917,103.853497803014,152,12,1978
584,PASIR RIS ST 53,PRC,PASIR RIS,1.37496591616965,103.94720608853399,41,13,1994
584,WOODLANDS DR 16,WL,WOODLANDS,1.42955731375386,103.794807794419,90,12,1999
584A,PASIR RIS ST 53,PRC,PASIR RIS,1.37497796813431,103.947517665996,0,1,1995
585,ANG MO KIO AVE 3,AMK,ANG MO KIO,1.3705975605093401,103.85236704090099,150,12,1978
585,PASIR RIS ST 53,PRC,PASIR RIS,1.3755516895772202,103.947513157464,45,11,1994
585,WOODLANDS DR 16,WL,WOODLANDS,1.4292059737418898,103.79540833238,134,12,1999
586,ANG MO KIO AVE 3,AMK,ANG MO KIO,1.3703035296592798,103.85345589820601,154,12,1978
586,PASIR RIS ST 53,PRC,PASIR RIS,1.37526435848447,103.947900662491,48,13,1994
586,WOODLANDS DR 16,WL,WOODLANDS,1.4286143900850001,103.79471796069599,132,12,1999
586A,PASIR RIS ST 53,PRC,PASIR RIS,1.37473187513749,103.94775664917401,0,5,1994
586A,WOODLANDS DR 16,WL,WOODLANDS,1.42918931378092,103.794671399075,0,5,1999
587,ANG MO KIO AVE 3,AMK,ANG MO KIO,1.370188804098,103.852429487897,154,12,1978
587,WOODLANDS DR 16,WL,WOODLANDS,1.42844657911531,103.79528885248699,134,12,1999
588,ANG MO KIO ST 52,AMK,ANG MO KIO,1.3721451555032098,103.85349822052,0,3,2011
588,MONTREAL DR,SB,SEMBAWANG,1.45016263443858,103.824598070405,0,3,2000
588,WOODLANDS DR 16,WL,WOODLANDS,1.4276667987128502,103.794643990954,90,12,1999
588A,ANG MO KIO ST 52,AMK,ANG MO KIO,1.37207688864037,103.852786139342,145,30,2011
588A,MONTREAL DR,SB,SEMBAWANG,1.45035683378182,103.82572669209299,105,14,2000
588A,WOODLANDS DR 16,WL,WOODLANDS,1.42822735306804,103.79467685732,0,5,1999
588B,ANG MO KIO ST 52,AMK,ANG MO KIO,1.3719757126113101,103.85315089493601,145,30,2011
588B,MONTREAL DR,SB,SEMBAWANG,1.45043745007348,103.825135383691,96,14,2000
588B,WOODLANDS DR 16,WL,WOODLANDS,1.4282702024513603,103.795023830248,0,1,2000
588C,ANG MO KIO ST 52,AMK,ANG MO KIO,1.37183157010086,103.853670978083,145,30,2011
588C,MONTREAL DR,SB,SEMBAWANG,1.4504842247772198,103.82457849824101,109,14,2000
588D,ANG MO KIO ST 52,AMK,ANG MO KIO,1.3717540066302698,103.8538833087,143,30,2011
589,ANG MO KIO ST 52,AMK,ANG MO KIO,1.37236674058762,103.852571691092,0,1,2011
589,WOODLANDS DR 16,WL,WOODLANDS,1.42774541328116,103.795127473119,132,12,1999
589A,MONTREAL DR,SB,SEMBAWANG,1.44970161541844,103.825767137323,105,14,2001
589B,MONTREAL DR,SB,SEMBAWANG,1.44967865537361,103.82547734573299,104,14,2001
589C,MONTREAL DR,SB,SEMBAWANG,1.4497128356131699,103.824890741709,109,14,2001
589D,MONTREAL DR,SB,SEMBAWANG,1.44984328065003,103.824378409707,109,14,2001
59,C'WEALTH DR,QT,QUEENSTOWN,1.29801124613723,103.797090699239,115,10,1963
59,CHAI CHEE RD,BD,BEDOK,1.32488916644199,103.920246730461,233,12,1983
59,CIRCUIT RD,GL,GEYLANG,1.3252487729987399,103.88675755367399,118,10,1964
59,ENG HOON ST,BM,BUKIT MERAH,1.2841479909331999,103.83343635178801,42,3,1937
59,GEYLANG BAHRU,KWN,KALLANG/WHAMPOA,1.3224461296513401,103.86824771523001,0,1,1998
59,JLN MA'MOR,KWN,KALLANG/WHAMPOA,1.3281095840843702,103.857125685289,7,2,1959
59,LENGKOK BAHRU,BM,BUKIT MERAH,1.28879800625503,103.814352116968,176,12,1966
59,LOR 5 TOA PAYOH,TP,TOA PAYOH,1.33675035701882,103.851794384284,120,10,1967
59,MARINE TER,MP,MARINE PARADE,1.3058596654960801,103.914721778871,150,10,1974
59,NEW UPP CHANGI RD,BD,BEDOK,1.32406395292223,103.940749090839,6,2,1977
59,STRATHMORE AVE,QT,QUEENSTOWN,1.29318964398972,103.81125258838001,137,30,1999
59,TELOK BLANGAH HTS,BM,BUKIT MERAH,1.27535343291152,103.81358830313101,120,13,1976
59A,GEYLANG BAHRU,KWN,KALLANG/WHAMPOA,1.32265385433951,103.86822692518801,97,21,1997
59B,GEYLANG BAHRU,KWN,KALLANG/WHAMPOA,1.32212605377883,103.86799553719901,97,21,1997
59C,GEYLANG BAHRU,KWN,KALLANG/WHAMPOA,1.32221075711138,103.868500280143,95,21,1997
590,ANG MO KIO ST 51,AMK,ANG MO KIO,1.3714579319439297,103.853084307968,0,6,2017
590,MONTREAL LINK,SB,SEMBAWANG,1.4506321274304501,103.826554055194,0,1,2014
590A,ANG MO KIO ST 51,AMK,ANG MO KIO,1.37122178516983,103.853853154442,240,31,2017
590A,MONTREAL LINK,SB,SEMBAWANG,1.4503557324919099,103.826654919951,114,16,2013
590B,ANG MO KIO ST 51,AMK,ANG MO KIO,1.3711864259851203,103.85298028264799,224,32,2017
590B,MONTREAL LINK,SB,SEMBAWANG,1.45008621870702,103.827067209255,95,17,2014
590C,MONTREAL LINK,SB,SEMBAWANG,1.44994314368404,103.82672063438,103,17,2014
591,ANG MO KIO ST 51,AMK,ANG MO KIO,1.37106592515684,103.852521019944,0,1,2017
591,MONTREAL LINK,SB,SEMBAWANG,1.4503549465170202,103.82635526916201,0,5,2013
591A,ANG MO KIO ST 51,AMK,ANG MO KIO,1.37093324079317,103.851940766136,248,32,2017
591A,MONTREAL LINK,SB,SEMBAWANG,1.4507562778913603,103.826236742405,111,15,2013
592,MONTREAL LINK,SB,SEMBAWANG,1.45123081086216,103.827439937897,0,7,2013
592A,MONTREAL LINK,SB,SEMBAWANG,1.4509393911295199,103.827087654463,85,17,2013
592B,MONTREAL LINK,SB,SEMBAWANG,1.4506638877113998,103.82760188703699,96,17,2014
592C,MONTREAL LINK,SB,SEMBAWANG,1.4509393128939099,103.828070545183,112,17,2014
593,MONTREAL LINK,SB,SEMBAWANG,1.4517180257202398,103.828123594223,0,1,2014
593A,MONTREAL LINK,SB,SEMBAWANG,1.45154716074709,103.82790753637501,135,16,2013
593B,MONTREAL LINK,SB,SEMBAWANG,1.45136997019675,103.828324578002,150,16,2014
596,ANG MO KIO ST 52,AMK,ANG MO KIO,1.37234568262763,103.851308757026,0,5,2000
596A,ANG MO KIO ST 52,AMK,ANG MO KIO,1.3724302397442498,103.85094917394899,135,28,2000
596B,ANG MO KIO ST 52,AMK,ANG MO KIO,1.37205123278792,103.850545847531,135,28,2000
596C,ANG MO KIO ST 52,AMK,ANG MO KIO,1.3719357193241497,103.85014325987,135,28,2000
596D,ANG MO KIO ST 52,AMK,ANG MO KIO,1.3718713528266102,103.851030423419,162,28,2001
6,BEACH RD,KWN,KALLANG/WHAMPOA,1.30399231690919,103.86441925180401,198,16,1968
